,empty_slots,free_bikes,station_id,latitude,longitude,station_name,poi_id,poi_name,review_count,rating,price,distance,full_address
87,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,XqZOIEbNX7mdIg1Cwb1RWw,Famous Recipe,9.0,5.0,0,218.68607589718695,"['158 King Street W', 'Hamilton, ON L8P 1A6', 'Canada']"
88,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,EGutBSi1dgdaJoLu-LdsTw,August 8,123.0,4.0,2,705.7839219960441,"['1 Wilson Street', 'Suite 12', 'Hamilton, ON L8R', 'Canada']"
89,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,vqyK2q3zJ74TIT1-7Bf3Tg,La Luna,65.0,4.0,2,487.9598342952772,"['306 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']"
90,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,CH4A4Aa--t0A7bP1VfkMrA,Charred Chicken,118.0,4.0,2,985.4165415124764,"['244 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']"
91,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,2,910.562716467272,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']"
92,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,o_CBe1ZQs6kj-Aet2qmL5A,Planted in Hamilton,37.0,4.5,2,929.9622282750072,"['211 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']"
93,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,iAxN1bz9JBSG_S1naWHNuw,The Burnt Tongue,89.0,4.0,1,787.1328332008312,"['10 Cannon St E', 'Hamilton, ON L8L 1Z5', 'Canada']"
94,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,i8nQA6qFkr3TmSCZ1ukbGQ,Electric Diner,17.0,3.5,0,379.6948052306955,"['96 George Street', 'Hamilton, ON L8P 3M8', 'Canada']"
95,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,dxsrhzpSxY9wDGbZxhIjHQ,The Coop,43.0,4.0,2,409.9582906197975,"['274-274 King Street W', 'Hamilton, ON L8P 1J6', 'Canada']"
96,9,8,20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,City Hall,TxrfCuyQThzsFUlcFqdqSw,Saint James Espresso Bar & Eatery,57.0,4.5,2,817.3020573011734,"['170 James Street N', 'Hamilton, ON L8R 2L1', 'Canada']"
